LONGITUDE,LATITUDE,Easting,Northing,TIME,STATUS,DRY_YIELD,DAYOFMONTH,HOUR,MINUTE,SECOND,SPEED,TORQUE,ENG_SPD,CURVE,FUEL,FUEL_KG/HR,GRD_SPD,MPH
-89.153673,40.282450,683084.352739,4461337.948218,969100911,1,0.0000,16,11,41,51,1.25,38,2338,1,37,16.6751,2.00,1.24
-89.153673,40.282456,683084.336544,4461338.614278,969100912,1,0.0000,16,11,41,52,1.53,42,2345,1,39,17.6290,2.50,1.55
-89.153673,40.282461,683084.323048,4461339.169328,969100913,1,0.0000,16,11,41,53,1.76,42,2339,1,41,18.4857,2.90,1.80
-89.153673,40.282469,683084.301455,4461340.057408,969100914,1,0.0000,16,11,41,54,1.76,41,2329,1,39,17.5088,2.90,1.80
-89.153670,40.282475,683084.030210,4461340.717267,969100915,1,0.0000,16,11,41,55,1.93,46,2331,1,42,18.8718,3.10,1.93
-89.153662,40.282489,683083.312287,4461342.254869,969100916,1,0.0000,16,11,41,56,2.10,49,2331,1,47,21.1184,3.40,2.11
-89.153659,40.282497,683083.035643,4461343.136748,969100917,1,15.7032,16,11,41,57,2.16,48,2343,1,47,21.2271,3.50,2.17
-89.153659,40.282508,683083.005953,4461344.357858,969100918,1,45.9879,16,11,41,58,2.16,48,2333,1,46,20.6868,3.40,2.11
-89.153651,40.282517,683082.301526,4461345.340411,969100919,1,81.7899,16,11,41,59,2.10,50,2324,1,49,21.9510,3.30,2.05
-89.153648,40.282519,683082.041077,4461345.556229,969100920,1,158.7335,16,11,42,0,1.65,51,2342,1,48,21.6695,2.60,1.62
-89.153645,40.282528,683081.761734,4461346.549118,969100921,1,154.3243,16,11,42,1,1.65,55,2350,1,53,24.0085,2.70,1.68
-89.153642,40.282536,683081.485091,4461347.430996,969100922,1,153.4424,16,11,42,2,1.70,53,2351,1,51,23.1124,2.80,1.74
-89.153642,40.282542,683081.468896,4461348.097056,969100923,1,148.4926,16,11,42,3,1.76,53,2320,1,51,22.8076,2.90,1.80
-89.153640,40.282550,683081.277270,4461348.981002,969100924,1,111.4752,16,11,42,4,2.22,58,2320,1,56,25.0436,3.60,2.24
-89.153640,40.282558,683081.255677,4461349.869082,969100925,1,115.0818,16,11,42,5,2.27,50,2372,1,50,22.8616,3.70,2.30
-89.153637,40.282575,683080.954742,4461351.750050,969100926,1,123.6064,16,11,42,6,2.27,55,2328,1,50,22.4375,3.60,2.24
-89.153637,40.282581,683080.938547,4461352.416110,969100927,1,107.6228,16,11,42,7,2.27,58,2333,1,57,25.6337,3.60,2.24
-89.153637,40.282592,683080.908857,4461353.637220,969100928,1,137.2249,16,11,42,8,2.33,54,2341,1,52,23.4653,3.80,2.36
-89.153637,40.282600,683080.887264,4461354.525300,969100929,1,121.7379,16,11,42,9,2.33,57,2331,1,55,24.7131,3.70,2.30
-89.153634,40.282611,683080.602524,4461355.740209,969100930,1,136.5839,16,11,42,10,2.33,58,2308,1,54,24.0243,3.70,2.30
-89.153631,40.282622,683080.317783,4461356.955117,969100931,1,143.5121,16,11,42,11,2.33,63,2302,1,60,26.6243,3.70,2.30
-89.153631,40.282628,683080.301589,4461357.621177,969100932,1,130.6455,16,11,42,12,2.33,57,2350,1,56,25.3675,3.70,2.30
-89.153631,40.282639,683080.271899,4461358.842287,969100933,1,144.5019,16,11,42,13,2.33,61,2309,1,58,25.8151,3.70,2.30
-89.153631,40.282647,683080.250306,4461359.730367,969100934,1,152.4198,16,11,42,14,2.33,58,2348,1,57,25.7985,3.70,2.30
-89.153631,40.282658,683080.220616,4461360.951477,969100935,1,132.6250,16,11,42,15,2.33,57,2334,1,56,25.1948,3.70,2.30
-89.153631,40.282667,683080.196324,4461361.950567,969100936,1,136.5839,16,11,42,16,2.33,59,2319,1,55,24.5858,3.70,2.30
-89.153631,40.282675,683080.174731,4461362.838647,969100937,1,124.7071,16,11,42,17,2.33,61,2325,1,60,26.8903,3.70,2.30
-89.153631,40.282686,683080.145041,4461364.059757,969100938,1,133.6147,16,11,42,18,2.33,56,2347,1,54,24.4303,3.80,2.36
-89.153631,40.282694,683080.123448,4461364.947837,969100939,1,152.4198,16,11,42,19,2.33,56,2334,1,55,24.7449,3.70,2.30
-89.153631,40.282706,683080.091059,4461366.279957,969100940,1,140.1618,16,11,42,20,2.33,61,2300,1,58,25.7145,3.70,2.30
-89.153631,40.282714,683080.069466,4461367.168037,969100941,1,151.5824,16,11,42,21,2.33,62,2321,1,61,27.2914,3.70,2.30
-89.153631,40.282725,683080.039776,4461368.389147,969100942,1,154.6971,16,11,42,22,2.33,57,2340,1,54,24.3574,3.80,2.36
-89.153634,40.282733,683080.273232,4461369.283429,969100943,1,154.6971,16,11,42,23,2.33,59,2316,1,56,25.0005,3.70,2.30
-89.153637,40.282742,683080.503990,4461370.288720,969100944,1,164.0412,16,11,42,24,2.33,60,2333,1,59,26.5331,3.70,2.30
-89.153637,40.282753,683080.474300,4461371.509830,969100945,1,136.0089,16,11,42,25,2.33,62,2337,1,61,27.4796,3.70,2.30
-89.153637,40.282761,683080.452707,4461372.397910,969100946,1,137.0471,16,11,42,26,2.33,59,2348,1,57,25.7985,3.80,2.36
-89.153637,40.282772,683080.423017,4461373.619020,969100947,1,163.0030,16,11,42,27,2.33,57,2341,1,55,24.8191,3.70,2.30
-89.153637,40.282781,683080.398725,4461374.618110,969100948,1,153.6589,16,11,42,28,2.33,58,2308,1,54,24.0243,3.70,2.30
-89.153637,40.282792,683080.369034,4461375.839220,969100949,1,172.3471,16,11,42,29,2.33,60,2326,1,58,26.0051,3.70,2.30
-89.153634,40.282806,683080.076197,4461377.387159,969100950,1,167.1559,16,11,42,30,2.33,60,2345,1,59,26.6696,3.70,2.30
-89.153634,40.282814,683080.054604,4461378.275239,969100951,1,162.3881,16,11,42,31,2.33,58,2340,1,56,25.2595,3.70,2.30
-89.153634,40.282822,683080.033011,4461379.163319,969100952,1,172.8648,16,11,42,32,2.33,62,2305,1,59,26.2147,3.70,2.30
-89.153634,40.282833,683080.003321,4461380.384429,969100953,1,154.0068,16,11,42,33,2.33,62,2319,1,59,26.3739,3.70,2.30
-89.153634,40.282842,683079.979029,4461381.383519,969100954,1,150.8638,16,11,42,34,2.33,59,2340,1,58,26.1617,3.70,2.30
-89.153634,40.282853,683079.949339,4461382.604629,969100955,1,161.3405,16,11,42,35,2.33,58,2345,1,56,25.3135,3.80,2.36
-89.153634,40.282861,683079.927746,4461383.492709,969100956,1,158.1975,16,11,42,36,2.33,57,2323,1,54,24.1805,3.80,2.36
-89.153634,40.282872,683079.898055,4461384.713819,969100957,1,157.1498,16,11,42,37,2.33,58,2325,1,57,25.5458,3.70,2.30
-89.153634,40.282883,683079.868365,4461385.934929,969100958,1,147.7208,16,11,42,38,2.33,59,2321,1,56,25.0544,3.70,2.30
-89.153634,40.282892,683079.844073,4461386.934019,969100959,1,151.9115,16,11,42,39,2.33,58,2337,1,55,24.7767,3.80,2.36
-89.153634,40.282903,683079.814383,4461388.155129,969100960,1,169.8911,16,11,42,40,2.33,57,2323,1,54,24.1805,3.70,2.30
-89.153634,40.282911,683079.792790,4461389.043209,969100961,1,164.6798,16,11,42,41,2.33,57,2340,1,55,24.8085,3.80,2.36
-89.153637,40.282922,683080.018148,4461390.270520,969100962,1,149.0456,16,11,42,42,2.33,60,2325,1,57,25.5458,3.80,2.36
-89.153637,40.282931,683079.993856,4461391.269610,969100963,1,149.0456,16,11,42,43,2.33,59,2320,1,57,25.4908,3.70,2.30
-89.153637,40.282939,683079.972263,4461392.157690,969100964,1,143.8342,16,11,42,44,2.33,57,2355,1,56,25.4215,3.80,2.36
-89.153640,40.282950,683080.197622,4461393.385002,969100965,1,167.8066,16,11,42,45,2.33,57,2326,1,53,23.7633,3.80,2.36
-89.153640,40.282958,683080.176029,4461394.273082,969100966,1,146.9610,16,11,42,46,2.33,61,2334,1,58,26.0946,3.70,2.30
-89.153640,40.282967,683080.151736,4461395.272172,969100967,1,159.4684,16,11,42,47,2.33,57,2331,1,56,25.1624,3.80,2.36
-89.153642,40.282978,683080.292078,4461396.497416,969100968,1,160.5106,16,11,42,48,2.33,61,2326,1,60,26.9019,3.70,2.30
-89.153642,40.282986,683080.270485,4461397.385496,969100969,1,160.5106,16,11,42,49,2.33,55,2359,1,53,24.1005,3.80,2.36
-89.153642,40.282997,683080.240795,4461398.606606,969100970,1,161.5529,16,11,42,50,2.33,63,2298,1,59,26.1351,3.70,2.30
-89.153642,40.283006,683080.216503,4461399.605696,969100971,1,181.8250,16,11,42,51,2.33,60,2343,1,58,26.1952,3.80,2.36
-89.153642,40.283017,683080.186812,4461400.826806,969100972,1,155.7007,16,11,42,52,2.33,63,2301,1,58,25.7256,3.70,2.30
-89.153645,40.283025,683080.420268,4461401.721088,969100973,1,156.7457,16,11,42,53,2.33,60,2350,1,60,27.1794,3.70,2.30
-89.153645,40.283036,683080.390577,4461402.942198,969100974,1,145.2510,16,11,42,54,2.33,60,2310,1,56,24.9357,3.80,2.36
-89.153645,40.283044,683080.368984,4461403.830278,969100975,1,143.1611,16,11,42,55,2.33,60,2330,1,57,25.6007,3.70,2.30
-89.153645,40.283056,683080.336594,4461405.162398,969100976,1,165.1054,16,11,42,56,2.33,58,2349,1,56,25.3567,3.80,2.36
-89.153645,40.283067,683080.306904,4461406.383508,969100977,1,147.3409,16,11,42,57,2.33,62,2316,1,60,26.7862,3.70,2.30
-89.153645,40.283075,683080.285310,4461407.271588,969100978,1,149.4309,16,11,42,58,2.33,64,2301,1,61,27.0563,3.70,2.30
-89.153642,40.283086,683080.000571,4461408.486496,969100979,1,155.7007,16,11,42,59,2.33,66,2310,1,63,28.0527,3.70,2.30
-89.153642,40.283094,683079.978978,4461409.374576,969100980,1,141.1092,16,11,43,0,2.33,59,2351,1,59,26.7378,3.80,2.36
-89.153642,40.283106,683079.946589,4461410.706696,969100981,1,156.9050,16,11,43,1,2.33,56,2322,1,53,23.7224,3.80,2.36
-89.153642,40.283114,683079.924995,4461411.594776,969100982,1,146.3745,16,11,43,2,2.33,63,2307,1,59,26.2374,3.70,2.30
-89.153642,40.283125,683079.895305,4461412.815887,969100983,1,146.5949,16,11,43,3,2.44,63,2318,1,60,26.8093,3.90,2.42
-89.153642,40.283133,683079.873712,4461413.703967,969100984,1,159.9445,16,11,43,4,2.50,62,2329,1,60,26.9366,4.00,2.49
-89.153642,40.283144,683079.844021,4461414.925077,969100985,1,137.3757,16,11,43,5,2.50,63,2311,1,60,26.7284,4.00,2.49
-89.153642,40.283161,683079.798136,4461416.812247,969100986,1,150.1320,16,11,43,6,2.50,60,2334,1,58,26.0946,4.00,2.49
-89.153642,40.283169,683079.776542,4461417.700327,969100987,1,147.1882,16,11,43,7,2.50,58,2332,1,57,25.6227,4.00,2.49
-89.153642,40.283181,683079.744153,4461419.032447,969100988,1,144.2445,16,11,43,8,2.50,59,2335,1,56,25.2056,4.00,2.49
-89.153642,40.283192,683079.714462,4461420.253557,969100989,1,157.0008,16,11,43,9,2.50,63,2319,1,62,27.7149,3.90,2.42
-89.153642,40.283203,683079.684771,4461421.474667,969100990,1,146.2070,16,11,43,10,2.50,58,2345,1,57,25.7655,4.00,2.49
-89.153645,40.283211,683079.918226,4461422.368949,969100991,1,136.3944,16,11,43,11,2.50,64,2325,1,62,27.7866,4.00,2.49
-89.153648,40.283217,683080.157079,4461423.041210,969100992,1,159.9445,16,11,43,12,2.50,57,2351,1,57,25.8315,4.00,2.49
-89.153648,40.283228,683080.127388,4461424.262320,969100993,1,147.1882,16,11,43,13,2.50,58,2329,1,56,25.1408,4.00,2.49
-89.153648,40.283236,683080.105795,4461425.150400,969100994,1,148.1695,16,11,43,14,2.50,61,2309,1,57,25.3700,4.00,2.49
-89.153648,40.283247,683080.076104,4461426.371510,969100995,1,160.9258,16,11,43,15,2.50,60,2327,1,57,25.5678,4.00,2.49
-89.153648,40.283258,683080.046414,4461427.592620,969100996,1,142.2820,16,11,43,16,2.50,62,2333,1,61,27.4325,4.00,2.49
-89.153648,40.283269,683080.016723,4461428.813730,969100997,1,149.1507,16,11,43,17,2.50,60,2326,1,59,26.4535,4.00,2.49
-89.153651,40.283281,683080.239381,4461430.152052,969100998,1,144.4290,16,11,43,18,2.50,60,2325,1,58,25.9940,4.00,2.49
-89.153651,40.283289,683080.217787,4461431.040132,969100999,1,148.3590,16,11,43,19,2.50,57,2337,1,54,24.3262,4.00,2.49
-89.153651,40.283300,683080.188096,4461432.261242,969101000,1,159.1666,16,11,43,20,2.50,57,2326,1,55,24.6600,4.00,2.49
-89.153651,40.283311,683080.158406,4461433.482352,969101001,1,154.2541,16,11,43,21,2.50,60,2325,1,58,25.9940,4.00,2.49
-89.153651,40.283319,683080.136812,4461434.370432,969101002,1,162.1142,16,11,43,22,2.50,62,2326,1,60,26.9019,4.00,2.49
-89.153654,40.283331,683080.359470,4461435.708754,969101003,1,164.0792,16,11,43,23,2.50,57,2355,1,56,25.4215,4.00,2.49
-89.153656,40.283339,683080.507908,4461436.600968,969101004,1,146.3940,16,11,43,24,2.50,65,2303,1,61,27.0798,4.00,2.49
-89.153656,40.283350,683080.478217,4461437.822078,969101005,1,158.1841,16,11,43,25,2.50,62,2328,1,61,27.3737,4.00,2.49
-89.153656,40.283361,683080.448526,4461439.043188,969101006,1,153.2716,16,11,43,26,2.50,64,2318,1,62,27.7030,4.00,2.49
-89.153656,40.283372,683080.418835,4461440.264299,969101007,1,148.3590,16,11,43,27,2.50,60,2345,1,57,25.7655,4.00,2.49
-89.153656,40.283381,683080.394543,4461441.263389,969101008,1,165.0617,16,11,43,28,2.50,58,2336,1,57,25.6666,4.00,2.49
-89.153656,40.283392,683080.364852,4461442.484499,969101009,1,144.6684,16,11,43,29,2.50,62,2317,1,61,27.2444,4.00,2.49
-89.153656,40.283403,683080.335161,4461443.705609,969101010,1,155.4208,16,11,43,30,2.50,59,2331,1,57,25.6117,4.00,2.49
-89.153656,40.283411,683080.313567,4461444.593689,969101011,1,150.5333,16,11,43,31,2.50,61,2316,1,57,25.4469,4.00,2.49
-89.153656,40.283422,683080.283876,4461445.814799,969101012,1,138.8034,16,11,43,32,2.50,63,2315,1,60,26.7746,4.00,2.49
-89.153656,40.283433,683080.254185,4461447.035909,969101013,1,160.3082,16,11,43,33,2.50,59,2355,1,57,25.8754,4.00,2.49
-89.153656,40.283442,683080.229893,4461448.034999,969101014,1,150.5333,16,11,43,34,2.50,64,2281,1,57,25.0623,4.00,2.49
-89.153656,40.283453,683080.200202,4461449.256109,969101015,1,153.4658,16,11,43,35,2.50,61,2345,1,60,27.1216,4.00,2.49
-89.153656,40.283464,683080.170511,4461450.477219,969101016,1,164.2182,16,11,43,36,2.50,62,2307,1,59,26.2374,4.00,2.49
-89.153656,40.283475,683080.140820,4461451.698330,969101017,1,147.6008,16,11,43,37,2.50,62,2303,1,58,25.7480,4.00,2.49
-89.153656,40.283486,683080.111129,4461452.919440,969101018,1,167.7946,16,11,43,38,2.50,60,2337,1,59,26.5786,4.00,2.49
-89.153656,40.283497,683080.081438,4461454.140550,969101019,1,157.9820,16,11,43,39,2.50,61,2315,1,58,25.8822,4.00,2.49
-89.153656,40.283506,683080.057145,4461455.139640,969101020,1,155.0383,16,11,43,40,2.50,63,2330,1,60,26.9481,4.00,2.49
-89.153656,40.283517,683080.027454,4461456.360750,969101021,1,165.8321,16,11,43,41,2.50,59,2342,1,58,26.1840,4.00,2.49
-89.153659,40.283528,683080.252810,4461457.588062,969101022,1,149.1507,16,11,43,42,2.50,58,2320,1,55,24.5964,4.00,2.49
-89.153659,40.283539,683080.223119,4461458.809172,969101023,1,153.0758,16,11,43,43,2.50,58,2338,1,57,25.6886,4.00,2.49
-89.153659,40.283547,683080.201525,4461459.697252,969101024,1,157.9820,16,11,43,44,2.50,60,2316,1,58,25.8933,4.00,2.49
-89.153659,40.283558,683080.171834,4461460.918362,969101025,1,148.1695,16,11,43,45,2.50,62,2305,1,59,26.2147,4.00,2.49
-89.153659,40.283569,683080.142143,4461462.139472,969101026,1,153.0758,16,11,43,46,2.50,63,2329,1,61,27.3855,3.90,2.42
-89.153659,40.283581,683080.109753,4461463.471592,969101027,1,155.6203,16,11,43,47,2.50,58,2330,1,56,25.1516,4.00,2.49
-89.153659,40.283592,683080.080062,4461464.692703,969101028,1,152.6841,16,11,43,48,2.50,59,2312,1,56,24.9573,4.00,2.49
-89.153659,40.283600,683080.058468,4461465.580783,969101029,1,166.3865,16,11,43,49,2.50,61,2340,1,59,26.6127,4.00,2.49
-89.153659,40.283611,683080.028777,4461466.801893,969101030,1,151.7054,16,11,43,50,2.50,59,2337,1,56,25.2271,4.00,2.49
-89.153659,40.283622,683079.999086,4461468.023003,969101031,1,159.5353,16,11,43,51,2.50,61,2317,1,58,25.9045,4.00,2.49
-89.153659,40.283633,683079.969395,4461469.244113,969101032,1,159.5353,16,11,43,52,2.50,65,2315,1,63,28.1134,3.90,2.42
-89.153656,40.283642,683079.690056,4461470.237002,969101033,1,133.1092,16,11,43,53,2.50,65,2320,1,62,27.7269,4.00,2.49
-89.153656,40.283650,683079.668462,4461471.125082,969101034,1,145.8329,16,11,43,54,2.50,61,2329,1,59,26.4876,4.00,2.49
-89.153656,40.283661,683079.638771,4461472.346192,969101035,1,134.0880,16,11,43,55,2.50,58,2333,1,56,25.1840,4.00,2.49
-89.153656,40.283672,683079.609080,4461473.567302,969101036,1,170.0713,16,11,43,56,2.50,58,2336,1,57,25.6666,4.00,2.49
-89.153656,40.283681,683079.584787,4461474.566392,969101037,1,173.0376,16,11,43,57,2.50,60,2305,1,57,25.3260,4.00,2.49
-89.153656,40.283692,683079.555096,4461475.787502,969101038,1,149.3068,16,11,43,58,2.50,64,2331,1,63,28.3077,4.00,2.49
-89.153656,40.283703,683079.525405,4461477.008613,969101039,1,148.3180,16,11,43,59,2.50,61,2344,1,60,27.1100,4.00,2.49
-89.153656,40.283717,683079.487616,4461478.562753,969101040,1,157.2171,16,11,44,0,2.50,62,2316,1,60,26.7862,4.00,2.49
-89.153656,40.283728,683079.457925,4461479.783863,969101041,1,145.9888,16,11,44,1,2.56,57,2349,1,56,25.3567,4.10,2.55
-89.153656,40.283736,683079.436332,4461480.671943,969101042,1,162.4247,16,11,44,2,2.56,58,2322,1,54,24.1700,4.00,2.49
-89.153656,40.283747,683079.406641,4461481.893053,969101043,1,145.0220,16,11,44,3,2.56,60,2327,1,58,26.0163,4.00,2.49
-89.153656,40.283758,683079.376949,4461483.114163,969101044,1,153.7234,16,11,44,4,2.56,60,2334,1,57,25.6447,4.00,2.49
-89.153656,40.283769,683079.347258,4461484.335274,969101045,1,176.0870,16,11,44,5,2.56,60,2319,1,58,25.9269,4.00,2.49
-89.153656,40.283778,683079.322965,4461485.334364,969101046,1,159.8181,16,11,44,6,2.56,61,2319,1,60,26.8209,4.00,2.49
-89.153656,40.283789,683079.293274,4461486.555474,969101047,1,156.9471,16,11,44,7,2.56,64,2325,1,62,27.7866,4.00,2.49
-89.153656,40.283800,683079.263583,4461487.776584,969101048,1,161.7321,16,11,44,8,2.56,59,2330,1,57,25.6007,4.10,2.55
-89.153656,40.283808,683079.241989,4461488.664664,969101049,1,137.8072,16,11,44,9,2.56,59,2343,1,57,25.7436,4.00,2.49
-89.153656,40.283819,683079.212298,4461489.885775,969101050,1,155.0331,16,11,44,10,2.56,59,2331,1,56,25.1624,4.10,2.55
-89.153656,40.283831,683079.179908,4461491.217895,969101051,1,133.0222,16,11,44,11,2.56,58,2326,1,56,25.1084,4.00,2.49
-89.153656,40.283842,683079.150217,4461492.439005,969101052,1,155.0331,16,11,44,12,2.56,58,2335,1,57,25.6557,4.10,2.55
-89.153656,40.283853,683079.120525,4461493.660115,969101053,1,168.4310,16,11,44,13,2.56,59,2323,1,56,25.0760,4.00,2.49
-89.153656,40.283864,683079.090834,4461494.881225,969101054,1,147.1881,16,11,44,14,2.56,59,2309,1,55,24.4798,4.10,2.55
-89.153656,40.283875,683079.061143,4461496.102335,969101055,1,159.6131,16,11,44,15,2.56,60,2331,1,59,26.5104,4.00,2.49
-89.153656,40.283883,683079.039549,4461496.990416,969101056,1,160.5689,16,11,44,16,2.56,58,2340,1,57,25.7106,4.00,2.49
-89.153656,40.283894,683079.009858,4461498.211526,969101057,1,160.5689,16,11,44,17,2.56,57,2352,1,55,24.9357,4.10,2.55
-89.153659,40.283906,683079.232513,4461499.549848,969101058,1,175.8611,16,11,44,18,2.56,66,2296,1,62,27.4401,4.00,2.49
-89.153662,40.283914,683079.465964,4461500.444129,969101059,1,153.8785,16,11,44,19,2.56,64,2336,1,64,28.8187,4.00,2.49
-89.153662,40.283925,683079.436273,4461501.665239,969101060,1,152.9227,16,11,44,20,2.56,60,2339,1,56,25.2487,4.10,2.55
-89.153665,40.283936,683079.661627,4461502.892551,969101061,1,164.3919,16,11,44,21,2.56,61,2332,1,58,26.0722,4.00,2.49
-89.153667,40.283944,683079.810063,4461503.784766,969101062,1,156.7458,16,11,44,22,2.56,58,2324,1,56,25.0868,4.10,2.55
-89.153670,40.283956,683080.032718,4461505.123087,969101063,1,158.6573,16,11,44,23,2.56,61,2292,1,55,24.2996,4.00,2.49
-89.153673,40.283967,683080.258071,4461506.350399,969101064,1,172.9938,16,11,44,24,2.56,65,2328,1,64,28.7200,4.00,2.49
-89.153676,40.283978,683080.483425,4461507.577711,969101065,1,154.8343,16,11,44,25,2.56,59,2349,1,58,26.2623,4.10,2.55
-89.153681,40.283989,683080.878808,4461508.809157,969101066,1,153.8785,16,11,44,26,2.56,58,2331,1,55,24.7131,4.10,2.55
-89.153681,40.284003,683080.841019,4461510.363297,969101067,1,147.1881,16,11,44,27,2.56,64,2319,1,61,27.2679,4.00,2.49
-89.153684,40.284011,683081.074470,4461511.257579,969101068,1,139.5420,16,11,44,28,2.56,59,2349,1,58,26.2623,4.10,2.55
-89.153687,40.284022,683081.299823,4461512.484891,969101069,1,151.0112,16,11,44,29,2.56,61,2292,1,56,24.7414,4.10,2.55
-89.153692,40.284031,683081.700604,4461513.494317,969101070,1,136.6747,16,11,44,30,2.56,62,2328,1,60,26.9250,4.00,2.49
-89.153698,40.284039,683082.189100,4461514.394800,969101071,1,144.3208,16,11,44,31,2.56,59,2333,1,55,24.7343,4.10,2.55
-89.153701,40.284047,683082.422550,4461515.289082,969101072,1,142.4093,16,11,44,32,2.56,57,2345,1,56,25.3135,4.00,2.49
-89.153709,40.284056,683083.078376,4461516.304710,969101073,1,132.8516,16,11,44,33,2.56,56,2335,1,53,23.8553,4.10,2.55
-89.153709,40.284067,683083.048684,4461517.525820,969101074,1,138.5862,16,11,44,34,2.56,60,2313,1,57,25.4139,4.00,2.49
-89.153712,40.284078,683083.274037,4461518.753132,969101075,1,138.5862,16,11,44,35,2.56,57,2342,1,56,25.2811,4.10,2.55
-89.153715,40.284092,683083.491291,4461520.313474,969101076,1,142.0435,16,11,44,36,2.56,58,2320,1,57,25.4908,4.10,2.55
-89.153717,40.284106,683083.623531,4461521.871749,969101077,1,152.5300,16,11,44,37,2.56,58,2343,1,55,24.8403,4.10,2.55
-89.153720,40.284117,683083.848883,4461523.099061,969101078,1,131.5571,16,11,44,38,2.56,57,2320,1,55,24.5964,4.10,2.55
-89.153729,40.284122,683084.600520,4461523.672716,969101079,1,137.2770,16,11,44,39,2.56,61,2336,1,59,26.5672,4.00,2.49
-89.153726,40.284139,683084.299588,4461525.553685,969101080,1,139.1836,16,11,44,40,2.56,58,2329,1,56,25.1408,4.10,2.55
-89.153726,40.284150,683084.269895,4461526.774795,969101081,1,117.2574,16,11,44,41,2.56,59,2331,1,57,25.6117,4.10,2.55
-89.153726,40.284158,683084.248301,4461527.662875,969101082,1,137.2770,16,11,44,42,2.56,64,2321,1,62,27.7388,4.00,2.49
-89.153726,40.284167,683084.224007,4461528.661966,969101083,1,135.3703,16,11,44,43,2.56,54,2356,1,52,23.6157,4.10,2.55
-89.153726,40.284178,683084.194315,4461529.883076,969101084,1,138.2303,16,11,44,44,2.56,55,2334,1,53,23.8450,4.00,2.49
-89.153734,40.284183,683084.860936,4461530.454664,969101085,1,149.2911,16,11,44,45,2.56,58,2330,1,56,25.1516,4.10,2.55
-89.153734,40.284194,683084.831244,4461531.675774,969101086,1,124.4093,16,11,44,46,2.56,57,2336,1,57,25.6666,4.00,2.49
-89.153734,40.284206,683084.798852,4461533.007894,969101087,1,130.1512,16,11,44,47,2.56,59,2320,1,55,24.5964,4.10,2.55
-89.153731,40.284214,683084.522213,4461533.889773,969101088,1,114.8393,16,11,44,48,2.56,56,2351,1,54,24.4719,4.00,2.49
-89.153729,40.284222,683084.330589,4461534.773719,969101089,1,126.3233,16,11,44,49,2.56,53,2339,1,50,22.5435,4.10,2.55
-89.153726,40.284233,683084.045853,4461535.988627,969101090,1,132.0652,16,11,44,50,2.56,58,2332,1,56,25.1732,4.00,2.49
-89.153723,40.284244,683083.761116,4461537.203536,969101091,1,133.0222,16,11,44,51,2.56,51,2354,1,52,23.5956,4.10,2.55
-89.153717,40.284253,683083.226734,4461538.190223,969101092,1,135.8932,16,11,44,52,2.56,61,2279,1,56,24.6011,4.00,2.49
-89.153715,40.284264,683083.027013,4461539.407198,969101093,1,150.2481,16,11,44,53,2.56,58,2353,1,57,25.8534,4.10,2.55
-89.153709,40.284272,683082.495331,4461540.282875,969101094,1,132.0652,16,11,44,54,2.56,57,2330,1,54,24.2533,4.10,2.55
-89.153706,40.284283,683082.210594,4461541.497784,969101095,1,148.3341,16,11,44,55,2.56,59,2338,1,58,26.1393,4.00,2.49
-89.153701,40.284292,683081.761228,4461542.486538,969101096,1,169.6078,16,11,44,56,2.16,57,2355,1,56,25.4215,3.40,2.11
-89.153701,40.284300,683081.739633,4461543.374618,969101097,1,170.5235,16,11,44,57,2.16,58,2316,1,54,24.1076,3.40,2.11
-89.153698,40.284308,683081.462995,4461544.256497,969101098,1,195.7361,16,11,44,58,2.10,65,2298,1,62,27.4640,3.30,2.05
-89.153695,40.284317,683081.183658,4461545.249385,969101099,1,172.8430,16,11,44,59,2.10,58,2357,1,57,25.8974,3.30,2.05
-89.153692,40.284325,683080.907020,4461546.131264,969101100,1,163.6857,16,11,45,0,2.10,55,2334,1,52,23.3951,3.30,2.05
-89.153692,40.284333,683080.885426,4461547.019344,969101101,1,165.9750,16,11,45,1,2.10,53,2354,1,53,24.0494,3.30,2.05
-89.153690,40.284342,683080.691103,4461548.014300,969101102,1,155.6731,16,11,45,2,2.10,54,2341,1,52,23.4653,3.40,2.11
-89.153690,40.284350,683080.669509,4461548.902380,969101103,1,176.2769,16,11,45,3,2.10,61,2320,1,58,25.9381,3.30,2.05
-89.153690,40.284358,683080.647915,4461549.790460,969101104,1,157.9624,16,11,45,4,2.10,57,2329,1,55,24.6918,3.40,2.11
-89.153687,40.284367,683080.368578,4461550.783349,969101105,1,145.3712,16,11,45,5,2.10,57,2337,1,55,24.7767,3.40,2.11
-89.153687,40.284375,683080.346984,4461551.671429,969101106,1,153.3838,16,11,45,6,2.10,57,2332,1,55,24.7237,3.40,2.11
-89.153687,40.284383,683080.325390,4461552.559510,969101107,1,135.9730,16,11,45,7,2.16,52,2363,1,52,23.6858,3.50,2.17
-89.153687,40.284392,683080.301096,4461553.558600,969101108,1,167.1799,16,11,45,8,2.16,51,2327,1,48,21.5307,3.40,2.11
-89.153684,40.284400,683080.024459,4461554.440478,969101109,1,161.6987,16,11,45,9,2.22,59,2311,1,55,24.5010,3.60,2.24
-89.153684,40.284411,683079.994767,4461555.661589,969101110,1,151.0917,16,11,45,10,2.27,59,2346,1,58,26.2287,3.70,2.30
-89.153684,40.284419,683079.973173,4461556.549669,969101111,1,162.7385,16,11,45,11,2.27,61,2320,1,57,25.4908,3.70,2.30
