LONGITUDE,LATITUDE,TIME,STATUS,DRY_YIELD,DAYOFMONTH,HOUR,MINUTE,SECOND,SPEED,TIMELAPSE,TORQUE,ENG_SPD,CURVE,FUEL,FUEL_KG/HR,GRD_SPD,MPH
-89.156087,40.284237,969104430,1,219.9271,16,12,40,30,2.05,1,58,2334,1,57,25.6447,3.1,1.93
-89.156087,40.284226,969104429,1,224.7421,16,12,40,29,2.05,1,58,2321,1,56,25.0544,3.1,1.93
-89.156087,40.284215,969104428,1,242.7985,16,12,40,28,2.05,1,58,2328,1,56,25.13,3.1,1.93
-89.156087,40.284207,969104427,1,239.1873,16,12,40,27,2.05,1,59,2329,1,57,25.5897,3.1,1.93
-89.156087,40.284199,969104426,1,258.4474,16,12,40,26,2.05,1,59,2309,1,54,24.0347,3.1,1.93
-89.156087,40.28419,969104425,1,239.7501,16,12,40,25,2.1,1,57,2327,1,55,24.6706,3.2,1.99
-89.156087,40.284182,969104424,1,224.1217,16,12,40,24,2.22,1,60,2344,1,63,28.4656,3.5,2.17
-89.156087,40.284171,969104423,1,233.011,16,12,40,23,2.22,1,67,2317,1,64,28.5843,3.4,2.11
-89.156087,40.284165,969104422,1,220.7882,16,12,40,22,2.22,1,62,2289,1,59,26.0327,3.4,2.11
-89.156087,40.284157,969104421,1,227.4552,16,12,40,21,2.22,1,61,2326,1,59,26.4535,3.5,2.17
-89.156087,40.284149,969104420,1,247.4562,16,12,40,20,2.22,1,61,2330,1,63,28.2955,3.4,2.11
-89.156087,40.284137,969104419,1,174.7861,16,12,40,19,2.9,1,67,2316,1,64,28.572,4.4,2.73
-89.156087,40.284126,969104418,1,171.8191,16,12,40,18,2.95,1,64,2312,1,63,28.0769,4.6,2.86
-89.156087,40.284115,969104417,1,185.119,16,12,40,17,2.95,1,65,2306,1,62,27.5596,4.6,2.86
-89.156084,40.284104,969104416,1,167.6628,16,12,40,16,2.95,1,67,2330,1,68,30.5412,4.5,2.8
-89.156084,40.28409,969104415,1,167.6628,16,12,40,15,2.95,1,70,2309,1,68,30.2659,4.5,2.8
-89.156084,40.284079,969104414,1,169.3253,16,12,40,14,2.95,1,71,2304,1,72,31.9769,4.5,2.8
-89.156084,40.284068,969104413,1,175.1441,16,12,40,13,2.95,1,72,2263,1,62,27.0457,4.5,2.8
-89.156084,40.284054,969104412,1,172.6639,16,12,40,12,3.13,1,62,2302,1,56,24.8493,4.8,2.98
-89.156084,40.28404,969104411,1,166.3767,16,12,40,11,3.13,1,58,2321,1,55,24.607,4.9,3.04
-89.156084,40.284026,969104410,1,153.0162,16,12,40,10,3.13,1,57,2323,1,53,23.7327,4.9,3.04
-89.156084,40.284015,969104409,1,97.2168,16,12,40,9,3.13,1,55,2326,1,52,23.3149,4.9,3.04
-89.156084,40.284001,969104408,1,52.5903,16,12,40,8,3.07,1,51,2313,1,43,19.1719,4.7,2.92
-89.156084,40.283987,969104407,1,32.1871,16,12,40,7,3.18,1,43,2344,1,44,19.8807,5,3.11
-89.156084,40.283976,969104406,0,31.4153,16,12,40,6,3.18,1,53,2377,1,56,25.6589,5,3.11
-89.156084,40.283965,969104405,0,57.273,16,12,40,5,2.05,1,56,2305,1,46,20.4386,3.2,1.99
-89.156081,40.283962,969104404,0,,16,12,40,4,0,1,46,2323,1,38,17.0159,0,0
-89.156081,40.283962,969104403,0,400,16,12,40,3,0.34,1,36,2308,1,27,12.0122,0.5,0.31
-89.156081,40.283968,969104402,0,114.4629,16,12,40,2,2.95,1,83,2426,1,59,27.5908,4.5,2.8
-89.156081,40.283985,969104401,0,95.7027,16,12,40,1,3.64,1,62,2309,1,59,26.2602,5.7,3.54
-89.156081,40.283996,969104400,0,146.8176,16,12,40,0,2.05,1,60,2282,1,45,19.7947,3.2,1.99
-89.156081,40.283996,969104399,0,400,16,12,39,59,0.68,1,45,2362,1,51,23.2205,1,0.62
-89.156084,40.28399,969104398,1,191.2394,16,12,39,58,1.88,1,56,2357,1,59,26.8061,2.9,1.8
-89.156084,40.283982,969104397,1,115.9545,16,12,39,57,1.65,1,59,2267,1,41,17.9166,2.6,1.62
-89.156084,40.283976,969104396,1,93.8539,16,12,39,56,1.65,1,40,2327,1,37,16.5966,2.5,1.55
-89.156084,40.283968,969104395,1,10.1597,16,12,39,55,2.56,1,40,2377,1,49,22.4516,3.9,2.42
-89.156084,40.283954,969104394,1,10.8198,16,12,39,54,3.52,1,55,2361,1,56,25.4862,5.5,3.42
-89.156084,40.283943,969104393,1,21.5383,16,12,39,53,2.78,1,57,2326,1,55,24.66,4.3,2.67
-89.156074,40.283854,969104392,0,30.9516,16,12,39,52,2.33,1,55,2321,1,45,20.133,3.6,2.24
-89.156074,40.283848,969104391,0,60.9014,16,12,39,51,0.8,1,34,2296,1,30,13.2774,1.2,0.75
-89.156074,40.283859,969104390,0,11.1023,16,12,39,50,3.92,1,37,2397,1,55,25.4128,6,3.73
-89.156074,40.283876,969104389,0,8.1224,16,12,39,49,4.15,1,63,2323,1,56,25.076,6.4,3.98
-89.156065,40.28389,969104388,0,21.3996,16,12,39,48,3.07,1,59,2364,1,63,28.7084,4.8,2.98
-89.156062,40.283898,969104387,0,44.1217,16,12,39,47,2.05,1,62,2225,1,36,15.4402,3.2,1.99
-89.156062,40.283901,969104386,0,400,16,12,39,46,0.06,1,34,2324,1,32,14.3353,0,0
-89.156065,40.283893,969104385,0,28.2558,16,12,39,45,3.98,1,100,2435,1,67,31.4482,6.1,3.79
-89.156076,40.283873,969104384,0,20.9279,16,12,39,44,4.49,1,80,2334,1,86,38.692,7,4.35
-89.156082,40.283859,969104383,0,14.0228,16,12,39,43,2.84,1,76,2179,1,52,21.8415,4.4,2.73
-89.156082,40.283859,969104382,0,400,16,12,39,42,0.06,1,40,2297,1,34,15.0543,0,0
-89.156082,40.283868,969104381,0,59.1758,16,12,39,41,3.13,1,40,2386,1,47,21.6167,4.8,2.98
-89.156082,40.283882,969104380,0,81.6552,16,12,39,40,3.41,1,51,2362,1,52,23.6758,5.3,3.29
-89.156082,40.283898,969104379,0,78.7699,16,12,39,39,3.41,1,54,2328,1,48,21.54,5.2,3.23
-89.156082,40.283909,969104378,0,52.8018,16,12,39,38,3.41,1,49,2329,1,47,21.1003,5.3,3.29
-89.156082,40.283923,969104377,0,42.7031,16,12,39,37,3.41,1,51,2388,1,59,27.1586,5.3,3.29
-89.156082,40.283937,969104376,0,43.4294,16,12,39,36,3.3,1,64,2315,1,60,26.7746,5.1,3.17
-89.156082,40.283948,969104375,0,113.2497,16,12,39,35,2.05,1,60,2304,1,52,23.0944,3.2,1.99
-89.156082,40.283951,969104374,0,400,16,12,39,34,0.28,1,54,2352,1,57,25.8424,0.4,0.25
-89.156082,40.283948,969104373,1,274.3962,16,12,39,33,1.7,1,64,2348,1,66,29.8719,2.6,1.62
-89.156082,40.28394,969104372,1,169.8454,16,12,39,32,2.1,1,65,2285,1,56,24.6658,3.2,1.99
-89.156082,40.283929,969104371,1,144.1112,16,12,39,31,2.1,1,55,2316,1,48,21.429,3.2,1.99
-89.156082,40.283923,969104370,1,173.337,16,12,39,30,2.27,1,48,2328,1,46,20.6425,3.5,2.17
-89.156082,40.283912,969104369,1,107.1388,16,12,39,29,3.01,1,52,2342,1,47,21.2181,4.6,2.86
-89.156079,40.283898,969104368,1,56.4085,16,12,39,28,3.41,1,50,2361,1,52,23.6658,5.2,3.23
-89.156079,40.283884,969104367,1,28.1321,16,12,39,27,3.86,1,53,2318,1,44,19.6602,5.9,3.67
-89.156079,40.283868,969104366,1,17.3121,16,12,39,26,3.86,1,45,2329,1,44,19.7535,6,3.73
-89.156076,40.283854,969104365,1,10.9473,16,12,39,25,3.86,1,48,2392,1,57,26.2819,6,3.73
-89.156071,40.283834,969104364,1,11.6856,16,12,39,24,3.41,1,59,2287,1,50,22.0423,5.3,3.29
-89.156068,40.283826,969104363,1,24.0205,16,12,39,23,2.27,1,52,2328,1,44,19.745,3.5,2.17
-89.156062,40.283858,969104362,0,27.3772,16,12,39,22,2.44,1,44,2354,1,48,21.7806,3.8,2.36
-89.156059,40.283867,969104361,0,43.4966,16,12,39,21,2.27,1,53,2357,1,53,24.08,3.6,2.24
-89.156059,40.283875,969104360,0,94.8229,16,12,39,20,1.25,1,46,2280,1,36,15.8219,2,1.24
-89.156059,40.283872,969104359,0,130.4175,16,12,39,19,0.85,1,42,2361,1,42,19.1147,1.3,0.81
-89.156059,40.28387,969104358,0,115.0743,16,12,39,18,0.97,1,44,2334,1,39,17.5464,1.5,0.93
-89.156059,40.283867,969104357,0,93.4851,16,12,39,17,1.14,1,38,2334,1,39,17.5464,1.7,1.06
-89.156059,40.283858,969104356,0,45.0114,16,12,39,16,1.7,1,47,2388,1,50,23.0158,2.6,1.62
-89.156062,40.283853,969104355,0,23.0827,16,12,39,15,2.05,1,49,2289,1,31,13.6782,3.1,1.93
-89.156064,40.283847,969104354,0,55.7364,16,12,39,14,2.33,1,33,2400,1,56,25.9072,3.6,2.24
-89.156073,40.283833,969104353,0,35.1568,16,12,39,13,3.69,1,69,2340,1,72,32.4765,5.8,3.6
-89.156078,40.28382,969104352,0,93.5332,16,12,39,12,2.05,1,65,2211,1,35,14.9169,3.2,1.99
-89.156078,40.28382,969104351,0,113.9134,16,12,39,11,1.42,1,37,2377,1,47,21.5352,2.2,1.37
-89.156078,40.283833,969104350,0,33.6798,16,12,39,10,3.13,1,50,2338,1,48,21.6325,4.9,3.04
-89.156078,40.283845,969104349,0,90.3375,16,12,39,9,3.13,1,50,2340,1,50,22.5532,4.8,2.98
-89.156078,40.283858,969104348,0,125.0487,16,12,39,8,3.18,1,54,2375,1,60,27.4686,5,3.11
-89.156078,40.283872,969104347,0,39.6446,16,12,39,7,2.84,1,62,2303,1,55,24.4162,4.4,2.73
-89.156078,40.283881,969104346,0,112.9723,16,12,39,6,2.22,1,58,2322,1,56,25.0652,3.5,2.17
-89.156078,40.283886,969104345,0,329.8403,16,12,39,5,1.08,1,60,2389,1,78,35.9197,1.6,0.99
-89.156078,40.283886,969104344,0,203.1282,16,12,39,4,1.7,1,80,2253,1,70,30.4005,2.6,1.62
-89.156078,40.283875,969104343,1,145.6471,16,12,39,3,2.61,1,71,2309,1,71,31.6012,4.1,2.55
-89.156078,40.283864,969104342,1,193.7058,16,12,39,2,2.61,1,75,2295,1,74,32.7368,4.1,2.55
-89.156078,40.283853,969104341,1,127.8195,16,12,39,1,2.61,1,75,2286,1,69,30.4051,4,2.49
-89.156078,40.283845,969104340,1,126.8782,16,12,39,0,2.61,1,65,2278,1,57,25.0294,4,2.49
-89.156078,40.283831,969104339,1,178.6461,16,12,38,59,2.61,1,59,2316,1,55,24.554,4.1,2.55
-89.156081,40.283822,969104338,1,168.2925,16,12,38,58,2.61,1,57,2343,1,56,25.2919,4.1,2.55
-89.156081,40.283814,969104337,1,135.3493,16,12,38,57,2.61,1,58,2313,1,54,24.0764,4,2.49
-89.156081,40.283803,969104336,1,83.6456,16,12,38,56,2.67,1,52,2308,1,40,17.7958,4.1,2.55
-89.156081,40.283792,969104335,1,50.3324,16,12,38,55,2.73,1,38,2331,1,37,16.6251,4.2,2.61
-89.156081,40.283781,969104334,0,35.4105,16,12,38,54,3.18,1,43,2391,1,58,26.7318,4.9,3.04
-89.156081,40.283767,969104333,0,36.429,16,12,38,53,3.3,1,63,2317,1,57,25.4579,5.1,3.17
-89.156078,40.283756,969104332,0,97.0568,16,12,38,52,1.36,1,46,2298,1,38,16.8327,2.2,1.37
-89.156078,40.28375,969104331,0,94.072,16,12,38,51,1.25,1,45,2381,1,50,22.9483,2,1.24
-89.156078,40.283745,969104330,0,138.5495,16,12,38,50,1.08,1,52,2302,1,41,18.1933,1.6,0.99
-89.156078,40.28375,969104329,0,131.8885,16,12,38,49,2.22,1,44,2346,1,44,19.8977,3.5,2.17
-89.156078,40.283758,969104328,0,74.1595,16,12,38,48,2.22,1,45,2342,1,44,19.8637,3.4,2.11
-89.156078,40.28377,969104327,0,103.024,16,12,38,47,2.22,1,46,2355,1,47,21.3359,3.4,2.11
-89.156078,40.283778,969104326,0,187.3971,16,12,38,46,2.22,1,50,2365,1,55,25.0735,3.5,2.17
-89.156078,40.283786,969104325,0,73.4874,16,12,38,45,2.1,1,58,2358,1,64,29.0901,3.2,1.99
-89.156078,40.283795,969104324,0,179.7953,16,12,38,44,2.16,1,66,2284,1,56,24.655,3.4,2.11
-89.156081,40.283803,969104323,0,400,16,12,38,43,0.8,1,56,2347,1,59,26.6923,1.3,0.81
-89.156081,40.283803,969104322,0,,16,12,38,42,0,1,63,2341,1,69,31.1367,0,0
-89.156081,40.283797,969104321,1,326.4311,16,12,38,41,1.88,1,77,2307,1,70,31.1291,2.9,1.8
-89.156081,40.283789,969104320,1,209.7067,16,12,38,40,2.61,1,71,2302,1,70,31.0617,4,2.49
-89.156081,40.283775,969104319,1,193.4465,16,12,38,39,3.01,1,73,2319,1,77,34.4202,4.6,2.86
-89.156081,40.283764,969104318,1,183.0833,16,12,38,38,3.18,1,78,2275,1,76,33.3285,4.9,3.04
-89.156081,40.28375,969104317,1,175.2771,16,12,38,37,3.3,1,77,2292,1,79,34.903,5.1,3.17
-89.156078,40.283736,969104316,1,208.8694,16,12,38,36,3.3,1,82,2303,1,86,38.1781,5.1,3.17
-89.156078,40.283725,969104315,1,192.7844,16,12,38,35,3.24,1,86,2233,1,74,31.8524,5,3.11
-89.156078,40.283711,969104314,1,194.3216,16,12,38,34,3.35,1,74,2298,1,73,32.3366,5.2,3.23
-89.156073,40.283697,969104313,1,187.9675,16,12,38,33,3.3,1,79,2317,1,86,38.4101,5.1,3.17
-89.156073,40.283683,969104312,1,195.8227,16,12,38,32,3.24,1,86,2245,1,81,35.0528,5,3.11
-89.156073,40.28367,969104311,1,174.5078,16,12,38,31,3.35,1,80,2270,1,77,33.6929,5.1,3.17
-89.156073,40.283656,969104310,1,175.9755,16,12,38,30,3.35,1,79,2294,1,80,35.3757,5.2,3.23
-89.156073,40.283642,969104309,1,183.3139,16,12,38,29,3.35,1,79,2253,1,73,31.7034,5.1,3.17
-89.156073,40.283628,969104308,1,191.3862,16,12,38,28,3.35,1,74,2269,1,69,30.179,5.1,3.17
-89.156076,40.283611,969104307,1,153.2264,16,12,38,27,3.35,1,72,2315,1,72,32.1296,5.2,3.23
-89.156076,40.283597,969104306,1,165.7017,16,12,38,26,3.35,1,75,2309,1,73,32.4914,5.1,3.17
-89.156073,40.283583,969104305,1,155.4279,16,12,38,25,3.35,1,73,2286,1,72,31.7271,5.2,3.23
-89.156073,40.283572,969104304,1,164.9679,16,12,38,24,3.35,1,77,2315,1,79,35.2533,5.2,3.23
-89.156073,40.283558,969104303,1,167.1694,16,12,38,23,3.35,1,80,2259,1,75,32.6587,5.2,3.23
-89.156073,40.283545,969104302,1,178.177,16,12,38,22,3.35,1,77,2283,1,74,32.5656,5.2,3.23
-89.15607,40.283531,969104301,1,191.3862,16,12,38,21,3.35,1,76,2291,1,75,33.1213,5.2,3.23
-89.15607,40.283517,969104300,1,193.3459,16,12,38,20,3.35,1,77,2294,1,79,34.9335,5.2,3.23
-89.15607,40.283506,969104299,1,190.4031,16,12,38,19,3.35,1,79,2274,1,76,33.3139,5.2,3.23
-89.15607,40.283492,969104298,1,197.0245,16,12,38,18,3.35,1,77,2274,1,75,32.8756,5.2,3.23
-89.15607,40.283478,969104297,1,211.7388,16,12,38,17,3.35,1,77,2284,1,72,31.6993,5.2,3.23
-89.15607,40.283464,969104296,1,197.0245,16,12,38,16,3.35,1,76,2308,1,76,33.812,5.2,3.23
-89.15607,40.28345,969104295,1,187.4602,16,12,38,15,3.35,1,77,2276,1,74,32.4657,5.2,3.23
-89.15607,40.283436,969104294,1,192.6102,16,12,38,14,3.35,1,77,2287,1,76,33.5043,5.2,3.23
-89.15607,40.283422,969104293,1,193.3459,16,12,38,13,3.35,1,80,2310,1,81,36.0677,5.1,3.17
-89.15607,40.283408,969104292,1,190.4031,16,12,38,12,3.35,1,78,2241,1,72,31.1025,5.2,3.23
-89.15607,40.283395,969104291,1,186.9986,16,12,38,11,3.35,1,77,2329,1,80,35.9154,5.1,3.17
-89.15607,40.283381,969104290,1,184.0745,16,12,38,10,3.35,1,80,2255,1,75,32.6009,5.2,3.23
-89.156067,40.28337,969104289,1,200.8882,16,12,38,9,3.35,1,77,2295,1,75,33.1792,5.2,3.23
-89.156067,40.283356,969104288,1,192.1158,16,12,38,8,3.35,1,77,2295,1,79,34.9487,5.2,3.23
-89.156067,40.283342,969104287,1,186.2676,16,12,38,7,3.35,1,79,2261,1,75,32.6876,5.1,3.17
-89.156067,40.283328,969104286,1,188.4607,16,12,38,6,3.35,1,78,2279,1,75,32.9478,5.2,3.23
-89.156067,40.283314,969104285,1,194.3089,16,12,38,5,3.35,1,76,2264,1,71,30.9853,5.2,3.23
-89.156067,40.2833,969104284,1,195.771,16,12,38,4,3.35,1,75,2296,1,74,32.751,5.2,3.23
-89.156067,40.283286,969104283,1,186.9986,16,12,38,3,3.35,1,75,2302,1,76,33.7241,5.2,3.23
-89.156067,40.283272,969104282,1,189.9227,16,12,38,2,3.35,1,78,2290,1,76,33.5483,5.2,3.23
-89.156067,40.283258,969104281,1,207.4676,16,12,38,1,3.35,1,79,2272,1,76,33.2846,5.1,3.17
-89.156064,40.283245,969104280,1,176.0331,16,12,38,0,3.35,1,76,2265,1,71,30.999,5.2,3.23
-89.156064,40.283231,969104279,1,184.0745,16,12,37,59,3.35,1,75,2314,1,76,33.8999,5.2,3.23
-89.156064,40.283214,969104278,1,185.5365,16,12,37,58,3.35,1,76,2285,1,76,33.475,5.2,3.23
-89.156062,40.2832,969104277,1,191.3848,16,12,37,57,3.35,1,77,2299,1,78,34.5665,5.1,3.17
-89.156062,40.283186,969104276,1,191.3848,16,12,37,56,3.35,1,77,2275,1,74,32.4515,5.2,3.23
-89.156062,40.283172,969104275,1,198.6951,16,12,37,55,3.35,1,76,2288,1,74,32.6369,5.1,3.17
-89.156062,40.283158,969104274,1,203.8124,16,12,37,54,3.35,1,78,2280,1,75,32.9623,5.1,3.17
-89.156062,40.283147,969104273,1,192.8539,16,12,37,53,3.35,1,77,2286,1,75,33.049,5.2,3.23
-89.156062,40.283133,969104272,1,190.6524,16,12,37,52,3.35,1,77,2296,1,76,33.6362,5.1,3.17
-89.156062,40.28312,969104271,1,198.7246,16,12,37,51,3.35,1,77,2291,1,75,33.1213,5.2,3.23
-89.156062,40.283106,969104270,1,200.9262,16,12,37,50,3.35,1,76,2281,1,74,32.5371,5.2,3.23
-89.156062,40.283092,969104269,1,207.5307,16,12,37,49,3.35,1,75,2311,1,77,34.3014,5.1,3.17
-89.156062,40.283078,969104268,1,201.66,16,12,37,48,3.35,1,79,2266,1,71,31.0127,5.2,3.23
-89.156062,40.283064,969104267,1,208.9984,16,12,37,47,3.35,1,75,2304,1,76,33.7534,5.1,3.17
-89.156062,40.28305,969104266,1,220.0061,16,12,37,46,3.35,1,76,2287,1,73,32.1818,5.1,3.17
-89.156059,40.283036,969104265,1,217.8045,16,12,37,45,3.35,1,76,2317,1,77,34.3905,5.1,3.17
-89.156059,40.283022,969104264,1,207.7332,16,12,37,44,3.35,1,78,2272,1,74,32.4087,5.1,3.17
-89.156059,40.283008,969104263,1,217.9808,16,12,37,43,3.35,1,76,2270,1,71,31.0675,5.2,3.23
-89.156059,40.282995,969104262,1,204.8053,16,12,37,42,3.35,1,75,2315,1,79,35.2533,5.2,3.23
-89.156059,40.282983,969104261,1,205.5373,16,12,37,41,3.35,1,79,2270,1,77,33.6929,5.1,3.17
-89.156059,40.28297,969104260,1,197.4856,16,12,37,40,3.35,1,79,2275,1,74,32.4515,5.1,3.17
-89.156059,40.282958,969104259,1,204.8053,16,12,37,39,3.35,1,76,2293,1,73,32.2662,5.1,3.17
-89.156059,40.282945,969104258,1,215.7849,16,12,37,38,3.35,1,75,2297,1,73,32.3225,5.1,3.17
-89.156059,40.282931,969104257,1,198.9496,16,12,37,37,3.35,1,77,2300,1,80,35.4682,5.1,3.17
-89.156059,40.282917,969104256,1,197.4856,16,12,37,36,3.35,1,81,2258,1,77,33.5148,5.1,3.17
-89.156059,40.2829,969104255,1,206.2693,16,12,37,35,3.35,1,79,2266,1,73,31.8863,5.1,3.17
-89.156056,40.282886,969104254,1,216.5169,16,12,37,34,3.35,1,76,2301,1,76,33.7094,5.1,3.17
-89.156056,40.282872,969104253,1,199.6816,16,12,37,33,3.35,1,77,2294,1,77,34.0491,5.1,3.17
-89.156056,40.282858,969104252,1,220.9087,16,12,37,32,3.35,1,79,2264,1,76,33.1674,5.1,3.17
-89.156056,40.282845,969104251,1,225.3005,16,12,37,31,3.35,1,77,2290,1,76,33.5483,5.1,3.17
-89.156056,40.282833,969104250,1,233.3522,16,12,37,30,3.35,1,78,2280,1,72,31.6438,5.1,3.17
-89.156056,40.28282,969104249,1,226.7645,16,12,37,29,3.35,1,76,2312,1,77,34.3163,5.1,3.17
-89.156056,40.282808,969104248,1,223.8366,16,12,37,28,3.35,1,79,2272,1,73,31.9707,5.1,3.17
-89.156056,40.282795,969104247,1,234.0842,16,12,37,27,3.35,1,75,2303,1,74,32.8509,5.2,3.23
-89.156056,40.282781,969104246,1,233.3537,16,12,37,26,3.3,1,76,2320,1,79,35.3294,5.1,3.17
-89.156053,40.282767,969104245,1,230.3792,16,12,37,25,3.3,1,80,2266,1,79,34.5071,5.1,3.17
-89.156053,40.282753,969104244,1,228.1483,16,12,37,24,3.3,1,83,2260,1,76,33.1088,5.1,3.17
-89.156053,40.282739,969104243,1,222.1992,16,12,37,23,3.3,1,79,2288,1,77,33.96,5.1,3.17
-89.156051,40.282722,969104242,1,224.584,16,12,37,22,3.24,1,79,2286,1,76,33.4897,5,3.11
-89.156051,40.282708,969104241,1,214.7628,16,12,37,21,3.3,1,76,2278,1,73,32.0552,5.1,3.17
-89.156051,40.282695,969104240,1,226.661,16,12,37,20,3.3,1,77,2304,1,79,35.0858,5.1,3.17
-89.156051,40.282681,969104239,1,238.5094,16,12,37,19,3.24,1,83,2300,1,85,37.685,5,3.11
-89.156051,40.28267,969104238,1,214.2645,16,12,37,18,3.24,1,84,2232,1,77,33.1288,5,3.11
-89.156048,40.282656,969104237,1,197.2752,16,12,37,17,3.35,1,77,2254,1,71,30.8485,5.1,3.17
-89.156048,40.282642,969104236,1,210.5349,16,12,37,16,3.35,1,71,2301,1,74,32.8224,5.1,3.17
-89.156045,40.282633,969104235,1,205.9558,16,12,37,15,3.52,1,78,2297,1,80,35.4219,5.4,3.36
-89.156045,40.282617,969104234,1,168.1014,16,12,37,14,3.52,1,83,2266,1,79,34.5071,5.4,3.36
-89.156045,40.282603,969104233,1,170.9055,16,12,37,13,3.52,1,79,2262,1,72,31.394,5.4,3.36
-89.156045,40.282589,969104232,1,174.4016,16,12,37,12,3.58,1,70,2276,1,64,28.0785,5.5,3.42
-89.156045,40.282575,969104231,1,176.4712,16,12,37,11,3.58,1,63,2300,1,60,26.6012,5.5,3.42
-89.156045,40.282558,969104230,1,155.3782,16,12,37,10,3.64,1,62,2306,1,58,25.7815,5.6,3.48
-89.156045,40.282542,969104229,1,104.9911,16,12,37,9,3.64,1,59,2312,1,53,23.6203,5.7,3.54
-89.156045,40.282528,969104228,1,48.6218,16,12,37,8,3.64,1,54,2318,1,49,21.8943,5.6,3.48
-89.156045,40.282514,969104227,1,19.2997,16,12,37,7,3.75,1,45,2301,1,38,16.8547,5.8,3.6
-89.156046,40.282478,969104226,0,11.2542,16,12,37,6,4.49,1,40,2387,1,53,24.3865,6.3,3.91
-89.156046,40.282461,969104225,0,8.9763,16,12,37,5,4.55,1,48,2301,1,35,15.5241,7,4.35
-89.156048,40.282442,969104224,0,10.47,16,12,37,4,5.06,1,37,2384,1,53,24.3559,7.8,4.85
-89.156057,40.28242,969104223,0,8.628,16,12,37,3,6.14,1,60,2349,1,61,27.6207,9.5,5.9
-89.156076,40.282397,969104222,0,7.799,16,12,37,2,6.48,1,62,2318,1,58,25.9157,10,6.21
-89.156104,40.282381,969104221,0,9.9613,16,12,37,1,6.53,1,56,2309,1,54,24.0347,10.1,6.28
-89.15614,40.28237,969104220,0,9.7701,16,12,37,0,7.16,1,61,2353,1,59,26.7606,11,6.84
-89.156176,40.282367,969104219,0,9.8241,16,12,36,59,7.44,1,62,2327,1,61,27.362,11.5,7.15
-89.156218,40.282367,969104218,0,10.0878,16,12,36,58,7.44,1,63,2320,1,61,27.2797,11.6,7.21
-89.156257,40.282367,969104217,0,8.7691,16,12,36,57,7.44,1,64,2319,1,60,26.8209,11.6,7.21
-89.156298,40.282367,969104216,0,9.0988,16,12,36,56,7.44,1,63,2329,1,63,28.2834,11.6,7.21
-89.15634,40.28237,969104215,0,9.0988,16,12,36,55,7.44,1,66,2312,1,66,29.4139,11.6,7.21
-89.156379,40.282372,969104214,0,11.8264,16,12,36,54,7.39,1,71,2314,1,71,31.6696,11.5,7.15
-89.156421,40.282378,969104213,0,13.2572,16,12,36,53,7.33,1,75,2301,1,73,32.3788,11.4,7.08
-89.15646,40.282386,969104212,0,18.2788,16,12,36,52,7.33,1,74,2276,1,69,30.2721,11.3,7.02
-89.156493,40.282403,969104211,0,22.9657,16,12,36,51,7.33,1,70,2314,1,72,32.1157,11.4,7.08
-89.156521,40.282425,969104210,0,27.408,16,12,36,50,7.22,1,77,2322,1,86,38.493,11.2,6.96
-89.156537,40.28245,969104209,0,35.7829,16,12,36,49,6.76,1,89,2261,1,85,37.046,10.5,6.52
-89.156546,40.282475,969104208,0,53.6934,16,12,36,48,5.51,1,87,2245,1,78,33.7546,8.6,5.34
-89.156548,40.282495,969104207,1,89.6854,16,12,36,47,4.15,1,76,2265,1,70,30.5624,6.5,4.04
-89.156551,40.282509,969104206,1,109.9578,16,12,36,46,3.3,1,75,2311,1,77,34.3014,5.2,3.23
-89.156551,40.282522,969104205,1,135.2868,16,12,36,45,3.3,1,76,2267,1,69,30.1524,5.1,3.17
-89.156551,40.282536,969104204,1,166.5757,16,12,36,44,3.3,1,71,2312,1,69,30.7509,5.2,3.23
-89.156554,40.28255,969104203,1,201.5893,16,12,36,43,3.3,1,71,2311,1,71,31.6286,5.2,3.23
-89.156554,40.282564,969104202,1,175.5153,16,12,36,42,3.3,1,74,2287,1,71,31.3001,5.2,3.23
-89.156554,40.282578,969104201,1,165.8307,16,12,36,41,3.3,1,72,2286,1,69,30.4051,5.1,3.17
-89.156554,40.282592,969104200,1,171.7905,16,12,36,40,3.3,1,71,2305,1,70,31.1021,5.2,3.23
-89.156554,40.282606,969104199,1,172.5354,16,12,36,39,3.3,1,73,2304,1,72,31.9769,5.2,3.23
-89.156554,40.28262,969104198,1,168.0656,16,12,36,38,3.3,1,74,2295,1,72,31.852,5.1,3.17
-89.156557,40.282634,969104197,1,182.2201,16,12,36,37,3.3,1,75,2296,1,74,32.751,5.1,3.17
-89.156557,40.28265,969104196,1,203.0793,16,12,36,36,3.3,1,76,2288,1,72,31.7548,5.1,3.17
-89.156557,40.282661,969104195,1,171.0455,16,12,36,35,3.3,1,74,2298,1,76,33.6655,5.2,3.23
-89.15656,40.282672,969104194,1,182.2201,16,12,36,34,3.3,1,80,2294,1,81,35.8179,5.1,3.17
-89.15656,40.282686,969104193,1,195.6295,16,12,36,33,3.3,1,80,2242,1,68,29.3877,5.1,3.17
-89.15656,40.2827,969104192,1,193.3946,16,12,36,32,3.3,1,69,2315,1,70,31.2371,5.2,3.23
-89.15656,40.282714,969104191,1,206.0591,16,12,36,31,3.3,1,74,2316,1,78,34.8221,5.2,3.23
-89.15656,40.282728,969104190,1,204.5692,16,12,36,30,3.3,1,79,2260,1,70,30.4949,5.1,3.17
