LONGITUDE,LATITUDE,TIME,STATUS,DRY_YIELD,DAYOFMONTH,HOUR,MINUTE,SECOND,SPEED,TIMELAPSE,TORQUE,ENG_SPD,CURVE,FUEL,FUEL_KG/HR,GRD_SPD,MPH
-89.157283,40.282346,969108703,0,12.1884,16,13,51,43,3.47,1,41,2353,1,44,19.957,5.3,3.29
-89.157264,40.282351,969108702,0,9.0976,16,13,51,42,4.38,1,47,2358,1,50,22.7266,6.7,4.16
-89.157242,40.282354,969108701,0,9.6447,16,13,51,41,4.89,1,53,2326,1,49,21.9699,7.5,4.66
-89.157214,40.28236,969108700,0,11.2511,16,13,51,40,5.06,1,50,2362,1,59,26.8629,7.7,4.78
-89.157186,40.282365,969108699,0,10.0135,16,13,51,39,5.68,1,64,2326,1,63,28.247,8.7,5.41
-89.157158,40.282376,969108698,0,18.179,16,13,51,38,5.68,1,64,2311,1,59,26.2829,8.7,5.41
-89.157133,40.282387,969108697,0,20.3278,16,13,51,37,5.68,1,60,2296,1,52,23.0142,8.7,5.41
-89.157108,40.282404,969108696,0,17.999,16,13,51,36,5.74,1,54,2332,1,52,23.3751,8.9,5.53
-89.157086,40.282421,969108695,0,26.5092,16,13,51,35,5.74,1,56,2351,1,59,26.7378,8.9,5.53
-89.157072,40.28244,969108694,0,26.3445,16,13,51,34,5.68,1,62,2338,1,64,28.8434,8.8,5.47
-89.157061,40.282462,969108693,0,29.6806,16,13,51,33,5.45,1,69,2338,1,72,32.4488,8.4,5.22
-89.157056,40.282482,969108692,1,37.3894,16,13,51,32,5.11,1,74,2300,1,75,33.2514,7.9,4.91
-89.157056,40.282501,969108691,1,41.3868,16,13,51,31,4.15,1,71,2223,1,50,21.4255,6.4,3.98
-89.157056,40.282515,969108690,1,65.0897,16,13,51,30,3.13,1,51,2335,1,49,22.0549,4.9,3.04
-89.157058,40.282526,969108689,1,69.6713,16,13,51,29,2.95,1,50,2328,1,42,18.8475,4.6,2.86
-89.157058,40.28254,969108688,1,90.3527,16,13,51,28,2.39,1,44,2362,1,54,24.5864,3.7,2.3
-89.157058,40.282549,969108687,0,113.8874,16,13,51,27,2.39,1,58,2319,1,46,20.5627,3.7,2.3
-89.157058,40.282554,969108686,0,400,16,13,51,26,0.57,1,43,2315,1,40,17.8498,0.9,0.56
-89.157058,40.282551,969108685,0,111.6409,16,13,51,25,2.5,1,43,2352,1,45,20.4019,3.8,2.36
-89.157058,40.282543,969108684,0,64.7125,16,13,51,24,2.95,1,48,2351,1,50,22.6592,4.6,2.86
-89.157058,40.282532,969108683,0,116.5418,16,13,51,23,2.9,1,54,2378,1,71,32.5456,4.5,2.8
-89.157058,40.282521,969108682,0,181.8164,16,13,51,22,2.78,1,74,2262,1,61,26.5977,4.3,2.67
-89.157058,40.282512,969108681,0,400,16,13,51,21,0.68,1,59,2336,1,62,27.9181,1,0.62
-89.157058,40.282521,969108680,0,210.6738,16,13,51,20,2.73,1,66,2360,1,76,34.5738,4.2,2.61
-89.157058,40.282532,969108679,1,230.7441,16,13,51,19,3.13,1,79,2291,1,77,34.0046,4.9,3.04
-89.157058,40.282543,969108678,1,180.7352,16,13,51,18,3.13,1,78,2280,1,72,31.6438,4.9,3.04
-89.157061,40.282554,969108677,1,194.0188,16,13,51,17,3.13,1,76,2296,1,73,32.3085,4.9,3.04
-89.157061,40.282568,969108676,1,219.0232,16,13,51,16,3.13,1,76,2292,1,75,33.1358,4.9,3.04
-89.157061,40.282582,969108675,1,207.3024,16,13,51,15,3.13,1,76,2277,1,73,32.0411,4.8,2.98
-89.157061,40.282593,969108674,1,194.7508,16,13,51,14,3.24,1,75,2286,1,73,32.1677,5,3.11
-89.157064,40.28261,969108673,1,236.6003,16,13,51,13,3.18,1,75,2284,1,72,31.6993,4.9,3.04
-89.157064,40.282624,969108672,1,212.0922,16,13,51,12,3.24,1,75,2290,1,79,34.8726,5,3.11
-89.157064,40.28264,969108671,1,197.4611,16,13,51,11,3.18,1,81,2284,1,78,34.3409,4.9,3.04
-89.157064,40.282651,969108670,1,209.7401,16,13,51,10,3.18,1,78,2275,1,75,32.89,4.9,3.04
-89.157064,40.282665,969108669,1,221.2004,16,13,51,9,3.18,1,76,2271,1,70,30.6434,4.9,3.04
-89.157064,40.282676,969108668,1,223.4135,16,13,51,8,3.24,1,72,2305,1,74,32.8794,5,3.11
-89.157064,40.282687,969108667,1,215.7731,16,13,51,7,3.18,1,78,2286,1,77,33.9304,4.9,3.04
-89.157064,40.282701,969108666,1,215.7731,16,13,51,6,3.18,1,79,2261,1,72,31.3801,4.9,3.04
-89.157067,40.282712,969108665,1,214.2225,16,13,51,5,3.18,1,74,2302,1,76,33.7241,4.9,3.04
-89.157067,40.282726,969108664,1,204.3704,16,13,51,4,3.24,1,76,2276,1,75,32.9045,5,3.11
-89.157067,40.282737,969108663,1,217.3238,16,13,51,3,3.18,1,79,2285,1,73,32.1537,4.9,3.04
-89.157067,40.282751,969108662,1,217.3197,16,13,51,2,3.24,1,74,2304,1,74,32.8651,5,3.11
-89.157067,40.282765,969108661,1,223.4135,16,13,51,1,3.24,1,76,2290,1,74,32.6654,5,3.11
-89.157067,40.282782,969108660,1,229.729,16,13,51,0,3.18,1,76,2291,1,76,33.5629,4.9,3.04
-89.157067,40.282796,969108659,1,202.0852,16,13,50,59,3.24,1,78,2297,1,79,34.9792,5,3.11
-89.157067,40.28281,969108658,1,220.4857,16,13,50,58,3.13,1,83,2265,1,79,34.4919,4.8,2.98
-89.157067,40.282824,969108657,1,212.6718,16,13,50,57,3.18,1,78,2247,1,72,31.1858,4.9,3.04
-89.157067,40.282835,969108656,1,203.0907,16,13,50,56,3.24,1,74,2291,1,71,31.3549,5,3.11
-89.157067,40.282846,969108655,1,208.264,16,13,50,55,3.18,1,76,2317,1,81,36.177,4.9,3.04
-89.157067,40.282857,969108654,1,208.264,16,13,50,54,3.18,1,81,2256,1,72,31.3107,4.9,3.04
-89.157067,40.282868,969108653,1,195.4928,16,13,50,53,3.24,1,73,2290,1,72,31.7826,5,3.11
-89.15707,40.282882,969108652,1,214.4508,16,13,50,52,3.18,1,75,2308,1,74,32.9222,4.9,3.04
-89.15707,40.282896,969108651,1,210.6885,16,13,50,51,3.24,1,74,2273,1,70,30.6704,5,3.11
-89.15707,40.28291,969108650,1,214.4874,16,13,50,50,3.24,1,73,2304,1,72,31.9769,5,3.11
-89.157072,40.282924,969108649,1,215.2242,16,13,50,49,3.18,1,73,2290,1,71,31.3412,4.9,3.04
-89.157072,40.282937,969108648,1,203.8504,16,13,50,48,3.24,1,73,2289,1,72,31.7687,5,3.11
-89.157072,40.282954,969108647,1,207.9984,16,13,50,47,3.18,1,75,2291,1,72,31.7965,4.9,3.04
-89.157072,40.282965,969108646,1,205.6813,16,13,50,46,3.18,1,74,2303,1,73,32.407,4.9,3.04
-89.157072,40.282979,969108645,1,211.0878,16,13,50,45,3.18,1,76,2289,1,72,31.7687,4.9,3.04
-89.157072,40.282993,969108644,1,203.3642,16,13,50,44,3.18,1,73,2281,1,70,30.7783,4.9,3.04
-89.157072,40.283004,969108643,1,211.9374,16,13,50,43,3.24,1,72,2325,1,78,34.9574,5,3.11
-89.157072,40.283018,969108642,1,215.722,16,13,50,42,3.18,1,81,2286,1,80,35.2523,4.9,3.04
-89.157072,40.283029,969108641,1,214.1773,16,13,50,41,3.18,1,83,2292,1,83,36.6703,4.9,3.04
-89.157072,40.283043,969108640,1,208.7707,16,13,50,40,3.18,1,83,2242,1,76,32.8451,4.9,3.04
-89.157072,40.283057,969108639,1,221.901,16,13,50,39,3.18,1,79,2286,1,77,33.9304,4.9,3.04
-89.157075,40.283068,969108638,1,219.3035,16,13,50,38,3.18,1,79,2267,1,73,31.9004,4.9,3.04
-89.157075,40.283085,969108637,1,216.2139,16,13,50,37,3.24,1,74,2308,1,76,33.812,5,3.11
-89.157075,40.283096,969108636,1,209.1535,16,13,50,36,3.13,1,77,2268,1,71,31.0401,4.9,3.04
-89.157075,40.28311,969108635,1,221.72,16,13,50,35,3.13,1,73,2282,1,70,30.7918,4.9,3.04
-89.157075,40.283124,969108634,1,223.2908,16,13,50,34,3.13,1,73,2309,1,73,32.4914,4.9,3.04
-89.157075,40.283137,969108633,1,219.3638,16,13,50,33,3.13,1,74,2285,1,76,33.475,4.9,3.04
-89.157075,40.283149,969108632,1,201.2994,16,13,50,32,3.13,1,77,2307,1,79,35.1315,4.9,3.04
-89.157075,40.283162,969108631,1,202.8703,16,13,50,31,3.13,1,83,2281,1,81,35.6149,4.8,2.98
-89.157075,40.283176,969108630,1,219.3638,16,13,50,30,3.13,1,83,2247,1,73,31.6189,4.8,2.98
-89.157078,40.283185,969108629,1,203.8759,16,13,50,29,3.18,1,73,2288,1,71,31.3138,4.9,3.04
-89.157078,40.283199,969108628,1,202.5726,16,13,50,28,3.24,1,74,2312,1,77,34.3163,5,3.11
-89.157078,40.283212,969108627,1,209.9389,16,13,50,27,3.13,1,78,2294,1,80,35.3757,4.8,2.98
-89.157078,40.283226,969108626,1,220.8462,16,13,50,26,3.18,1,80,2239,1,71,30.6432,4.9,3.04
-89.157078,40.28324,969108625,1,213.9403,16,13,50,25,3.24,1,74,2305,1,74,32.8794,5,3.11
-89.157078,40.283251,969108624,1,217.7607,16,13,50,24,3.18,1,75,2302,1,78,34.6116,4.9,3.04
-89.157078,40.283268,969108623,1,206.9614,16,13,50,23,3.18,1,80,2256,1,73,31.7456,4.9,3.04
-89.157078,40.283282,969108622,1,206.9614,16,13,50,22,3.18,1,73,2296,1,71,31.4233,4.9,3.04
-89.157078,40.283293,969108621,1,195.3907,16,13,50,21,3.18,1,75,2303,1,73,32.407,4.9,3.04
-89.157078,40.283307,969108620,1,208.7404,16,13,50,20,3.18,1,75,2296,1,73,32.3085,4.9,3.04
-89.157078,40.283318,969108619,1,208.7404,16,13,50,19,3.18,1,74,2287,1,69,30.4184,4.9,3.04
-89.157078,40.283332,969108618,1,222.4642,16,13,50,18,3.24,1,73,2319,1,76,33.9731,5,3.11
-89.157081,40.283343,969108617,1,212.5356,16,13,50,17,3.13,1,81,2293,1,79,34.9183,4.9,3.04
-89.157081,40.283357,969108616,1,210.9688,16,13,50,16,3.13,1,78,2292,1,78,34.4612,4.9,3.04
-89.157081,40.283368,969108615,1,199.2179,16,13,50,15,3.13,1,79,2272,1,75,32.8466,4.9,3.04
-89.157083,40.283382,969108614,1,223.5032,16,13,50,14,3.13,1,77,2292,1,79,34.903,4.9,3.04
-89.157083,40.283396,969108613,1,213.319,16,13,50,13,3.13,1,81,2267,1,77,33.6483,4.8,2.98
-89.157083,40.283407,969108612,1,214.1024,16,13,50,12,3.13,1,78,2272,1,72,31.5328,4.9,3.04
-89.157083,40.283421,969108611,1,211.7522,16,13,50,11,3.13,1,73,2320,1,72,32.199,4.9,3.04
-89.157086,40.283435,969108610,1,204.7017,16,13,50,10,3.13,1,75,2295,1,76,33.6215,4.9,3.04
-89.157086,40.283449,969108609,1,198.4345,16,13,50,9,3.13,1,79,2287,1,76,33.5043,4.8,2.98
-89.157086,40.283462,969108608,1,202.3515,16,13,50,8,3.13,1,77,2262,1,70,30.5219,4.9,3.04
-89.157086,40.283476,969108607,1,210.1854,16,13,50,7,3.13,1,73,2304,1,72,31.9769,4.9,3.04
-89.157086,40.28349,969108606,1,199.2179,16,13,50,6,3.13,1,76,2313,1,79,35.2228,4.9,3.04
-89.157086,40.283501,969108605,1,188.2503,16,13,50,5,3.13,1,79,2256,1,77,33.4851,4.9,3.04
-89.157086,40.283515,969108604,1,189.8171,16,13,50,4,3.13,1,80,2278,1,74,32.4943,4.8,2.98
-89.157086,40.283529,969108603,1,210.1854,16,13,50,3,3.13,1,76,2295,1,74,32.7368,4.9,3.04
-89.157086,40.283543,969108602,1,204.1769,16,13,50,2,3.13,1,78,2309,1,80,35.607,4.9,3.04
-89.157086,40.283554,969108601,1,198.7071,16,13,50,1,3.13,1,81,2273,1,77,33.7374,4.8,2.98
-89.157086,40.283568,969108600,1,201.0513,16,13,50,0,3.13,1,78,2254,1,71,30.8485,4.9,3.04
-89.157089,40.283582,969108599,1,204.9582,16,13,49,59,3.13,1,74,2307,1,76,33.7973,4.9,3.04
-89.157089,40.283593,969108598,1,199.4885,16,13,49,58,3.13,1,79,2285,1,80,35.2369,4.8,2.98
-89.157089,40.283607,969108597,1,192.456,16,13,49,57,3.13,1,79,2241,1,73,31.5345,4.9,3.04
-89.157089,40.283618,969108596,1,188.5491,16,13,49,56,3.13,1,76,2300,1,77,34.1382,4.9,3.04
-89.157089,40.283632,969108595,1,211.9907,16,13,49,55,3.13,1,80,2285,1,76,33.475,4.8,2.98
-89.157089,40.283643,969108594,1,200.2699,16,13,49,54,3.13,1,77,2285,1,75,33.0346,4.9,3.04
-89.157089,40.283657,969108593,1,199.1976,16,13,49,53,3.13,1,78,2279,1,74,32.5085,4.8,2.98
-89.157089,40.283668,969108592,1,214.4128,16,13,49,52,3.13,1,76,2301,1,79,35.0401,4.9,3.04
-89.157089,40.283682,969108591,1,215.2003,16,13,49,51,3.13,1,80,2256,1,74,32.1805,4.8,2.98
-89.157089,40.283696,969108590,1,208.1135,16,13,49,50,3.13,1,77,2277,1,73,32.0411,4.8,2.98
-89.157089,40.283707,969108589,1,204.9639,16,13,49,49,3.13,1,74,2274,1,71,31.1222,4.9,3.04
-89.157089,40.283721,969108588,1,206.5387,16,13,49,48,3.13,1,73,2302,1,73,32.3929,4.9,3.04
-89.157092,40.283732,969108587,1,206.5387,16,13,49,47,3.13,1,76,2311,1,79,35.1924,4.9,3.04
-89.157092,40.283746,969108586,1,195.5149,16,13,49,46,3.13,1,80,2269,1,75,32.8033,4.8,2.98
-89.157092,40.28376,969108585,1,206.5387,16,13,49,45,3.13,1,75,2273,1,73,31.9848,4.9,3.04
-89.157092,40.283774,969108584,1,207.8549,16,13,49,44,3.13,1,77,2316,1,78,34.8221,4.8,2.98
-89.157095,40.283787,969108583,1,215.7492,16,13,49,43,3.13,1,79,2284,1,79,34.7812,4.9,3.04
-89.157095,40.283801,969108582,1,202.329,16,13,49,42,3.13,1,81,2269,1,78,34.1154,4.8,2.98
-89.157095,40.283815,969108581,1,217.328,16,13,49,41,3.13,1,79,2278,1,76,33.3725,4.8,2.98
-89.157095,40.283829,969108580,1,222.854,16,13,49,40,3.13,1,78,2274,1,73,31.9989,4.8,2.98
-89.157095,40.28384,969108579,1,217.328,16,13,49,39,3.13,1,76,2305,1,76,33.768,4.9,3.04
-89.157095,40.283854,969108578,1,221.2751,16,13,49,38,3.13,1,78,2277,1,77,33.7968,4.9,3.04
-89.157095,40.283865,969108577,1,223.6434,16,13,49,37,3.13,1,77,2273,1,73,31.9848,4.8,2.98
-89.157095,40.283876,969108576,1,211.8021,16,13,49,36,3.13,1,74,2301,1,75,33.2659,4.9,3.04
-89.157095,40.283887,969108575,1,228.8778,16,13,49,35,3.13,1,77,2300,1,77,34.1382,4.9,3.04
-89.157095,40.283901,969108574,1,208.6444,16,13,49,34,3.13,1,80,2293,1,79,34.9183,4.8,2.98
-89.157095,40.283915,969108573,1,214.9597,16,13,49,33,3.13,1,80,2271,1,77,33.7077,4.9,3.04
-89.157097,40.283926,969108572,1,226.8011,16,13,49,32,3.13,1,80,2274,1,74,32.4372,4.8,2.98
-89.157097,40.28394,969108571,1,226.8011,16,13,49,31,3.13,1,77,2297,1,78,34.5364,4.9,3.04
-89.157097,40.283954,969108570,1,236.2741,16,13,49,30,3.13,1,80,2290,1,78,34.4311,4.8,2.98
-89.157097,40.283968,969108569,1,226.0117,16,13,49,29,3.13,1,78,2273,1,73,31.9848,4.9,3.04
-89.157097,40.283982,969108568,1,226.0117,16,13,49,28,3.13,1,76,2292,1,76,33.5776,4.9,3.04
-89.157097,40.283996,969108567,1,211.8021,16,13,49,27,3.13,1,76,2280,1,75,32.9623,4.9,3.04
-89.157097,40.284007,969108566,1,209.7002,16,13,49,26,3.13,1,78,2291,1,76,33.5629,4.9,3.04
-89.157097,40.284018,969108565,1,204.9576,16,13,49,25,3.13,1,77,2288,1,74,32.6369,4.9,3.04
-89.157097,40.284035,969108564,1,219.1853,16,13,49,24,3.13,1,76,2286,1,75,33.049,4.9,3.04
-89.157097,40.284043,969108563,1,220.7662,16,13,49,23,3.13,1,77,2287,1,76,33.5043,4.9,3.04
-89.1571,40.284057,969108562,1,209.7002,16,13,49,22,3.13,1,78,2276,1,72,31.5883,4.9,3.04
-89.1571,40.284068,969108561,1,215.2332,16,13,49,21,3.13,1,74,2300,1,75,33.2514,4.9,3.04
-89.1571,40.284082,969108560,1,230.2513,16,13,49,20,3.13,1,77,2287,1,74,32.6227,4.9,3.04
-89.1571,40.284096,969108559,1,204.1672,16,13,49,19,3.13,1,76,2316,1,77,34.3756,4.9,3.04
-89.1571,40.284107,969108558,1,208.1194,16,13,49,18,3.13,1,80,2268,1,73,31.9144,4.8,2.98
-89.1571,40.284124,969108557,1,204.8933,16,13,49,17,3.18,1,75,2278,1,70,30.7378,4.9,3.04
-89.1571,40.284135,969108556,1,206.4321,16,13,49,16,3.18,1,73,2311,1,72,32.0741,4.9,3.04
-89.1571,40.284149,969108555,1,200.5428,16,13,49,15,3.24,1,77,2324,1,81,36.2863,5,3.11
-89.1571,40.284162,969108554,1,208.6187,16,13,49,14,3.13,1,84,2277,1,82,35.9914,4.8,2.98
-89.157103,40.284176,969108553,1,214.8858,16,13,49,13,3.13,1,83,2270,1,82,35.8807,4.9,3.04
-89.157103,40.28419,969108552,1,211.7522,16,13,49,12,3.13,1,85,2277,1,83,36.4303,4.8,2.98
-89.157103,40.284201,969108551,1,206.2685,16,13,49,11,3.13,1,83,2260,1,80,34.8514,4.9,3.04
-89.157103,40.284215,969108550,1,195.3009,16,13,49,10,3.13,1,81,2268,1,78,34.1004,4.8,2.98
-89.157103,40.284229,969108549,1,207.0519,16,13,49,9,3.13,1,79,2275,1,78,34.2056,4.9,3.04
-89.157103,40.28424,969108548,1,218.0194,16,13,49,8,3.13,1,81,2284,1,83,36.5423,4.9,3.04
-89.1571,40.284254,969108547,1,206.2685,16,13,49,7,3.13,1,84,2259,1,79,34.4005,4.9,3.04
-89.1571,40.284265,969108546,1,207.8353,16,13,49,6,3.13,1,81,2280,1,79,34.7203,4.9,3.04
-89.1571,40.284276,969108545,1,230.5538,16,13,49,5,3.13,1,80,2285,1,81,35.6774,4.9,3.04
-89.157103,40.28429,969108544,1,223.5032,16,13,49,4,3.13,1,84,2280,1,84,36.9178,4.9,3.04
-89.157103,40.284304,969108543,1,214.8858,16,13,49,3,3.13,1,86,2257,1,84,36.5454,4.8,2.98
-89.157103,40.284318,969108542,1,207.2015,16,13,49,2,3.18,1,84,2252,1,78,33.8598,4.9,3.04
-89.157106,40.284332,969108541,1,234.9002,16,13,49,1,3.18,1,81,2293,1,80,35.3603,4.9,3.04
-89.157108,40.284343,969108540,1,216.9254,16,13,49,0,3.18,1,81,2254,1,76,33.0209,4.9,3.04
-89.157136,40.285349,969108462,1,192.1624,16,13,47,42,3.07,1,62,2313,1,67,29.8725,4.7,2.92
-89.157136,40.28536,969108461,1,194.3236,16,13,47,41,3.07,1,66,2278,1,55,24.1512,4.8,2.98
-89.157136,40.285374,969108460,1,192.7677,16,13,47,40,2.56,1,55,2321,1,52,23.2648,3.9,2.42
-89.157136,40.285382,969108459,1,85.9419,16,13,47,39,2.56,1,53,2321,1,47,21.0278,3.9,2.42
-89.157136,40.285393,969108458,1,29.8925,16,13,47,38,2.56,1,49,2336,1,46,20.7134,4,2.49
-89.157136,40.285401,969108457,1,20.3422,16,13,47,37,2.56,1,48,2331,1,43,19.3211,3.9,2.42
-89.157136,40.285412,969108456,0,21.7685,16,13,47,36,2.61,1,43,2327,1,40,17.9423,4,2.49
-89.157136,40.285424,969108455,0,23.1341,16,13,47,35,2.67,1,49,2408,1,60,27.8503,4.2,2.61
-89.157136,40.285435,969108454,0,34.978,16,13,47,34,2.05,1,60,2264,1,40,17.4565,3.2,1.99
-89.157136,40.28544,969108453,0,205.7494,16,13,47,33,0.45,1,42,2348,1,40,18.1042,0.7,0.43
-89.157136,40.285443,969108452,0,297.0742,16,13,47,32,0.45,1,39,2324,1,35,15.6793,0.7,0.43
-89.157136,40.285443,969108451,0,246.817,16,13,47,31,0.8,1,41,2405,1,53,24.5704,1.2,0.75
-89.157133,40.285449,969108450,0,164.4614,16,13,47,30,1.82,1,53,2273,1,34,14.897,2.8,1.74
-89.157133,40.285449,969108449,0,119.2038,16,13,47,29,1.82,1,71,2427,1,61,28.5378,2.8,1.74
-89.157133,40.285435,969108448,0,71.5258,16,13,47,28,2.61,1,60,2267,1,40,17.4797,4.1,2.55
-89.157133,40.285435,969108447,0,400,16,13,47,27,0.45,1,41,2332,1,36,16.1828,0.7,0.43
-89.157133,40.285437,969108446,0,400,16,13,47,26,0.68,1,38,2375,1,49,22.4327,1,0.62
-89.157133,40.28544,969108445,0,140.5754,16,13,47,25,1.65,1,53,2316,1,45,20.0897,2.6,1.62
-89.157133,40.28544,969108444,0,175.4018,16,13,47,24,1.19,1,47,2400,1,76,35.1598,1.8,1.12
-89.157133,40.285429,969108443,0,106.7865,16,13,47,23,3.75,1,80,2214,1,56,23.8994,5.8,3.6
-89.157133,40.285421,969108442,0,267.4557,16,13,47,22,1.08,1,53,2321,1,54,24.1596,1.7,1.06
-89.157136,40.285421,969108441,0,400,16,13,47,21,0.85,1,57,2335,1,55,24.7555,1.3,0.81
-89.157136,40.285424,969108440,0,400,16,13,47,20,1.08,1,59,2383,1,75,34.4514,1.6,0.99
-89.157136,40.285412,969108439,0,76.1627,16,13,47,19,3.69,1,76,2261,1,67,29.2009,5.7,3.54
-89.157136,40.285401,969108438,0,268.2272,16,13,47,18,1.76,1,67,2301,1,64,28.3869,2.8,1.74
-89.157136,40.285399,969108437,1,,16,13,47,17,0,1,68,2348,1,73,33.0402,0,0
-89.157136,40.285404,969108436,1,290.4464,16,13,47,16,2.05,1,75,2293,1,74,32.7082,3.1,1.93
-89.157136,40.285412,969108435,1,186.0653,16,13,47,15,2.05,1,78,2280,1,74,32.5228,3.1,1.93
-89.157136,40.285418,969108434,1,288.0189,16,13,47,14,2.05,1,77,2294,1,77,34.0491,3.1,1.93
-89.157136,40.285426,969108433,1,291.6601,16,13,47,13,2.05,1,77,2275,1,76,33.3285,3.1,1.93
-89.157136,40.285432,969108432,1,292.8738,16,13,47,12,2.05,1,78,2297,1,76,33.6508,3.1,1.93
-89.157136,40.28544,969108431,1,341.4232,16,13,47,11,2.05,1,78,2279,1,74,32.5085,3.1,1.93
-89.157136,40.285449,969108430,1,325.6446,16,13,47,10,2.05,1,75,2292,1,74,32.694,3.2,1.99
-89.157136,40.28546,969108429,1,380.0047,16,13,47,9,1.82,1,74,2277,1,73,32.0411,2.8,1.74
-89.157136,40.285465,969108428,1,338.0358,16,13,47,8,1.88,1,76,2279,1,65,28.5548,2.9,1.8
-89.157136,40.285476,969108427,1,338.694,16,13,47,7,1.99,1,67,2360,1,77,35.0287,3,1.86
-89.157136,40.285485,969108426,1,264.1369,16,13,47,6,2.9,1,80,2278,1,77,33.8116,4.4,2.73
-89.157136,40.285499,969108425,1,207.5881,16,13,47,5,3.13,1,79,2276,1,79,34.6594,4.9,3.04
-89.157136,40.285512,969108424,1,202.027,16,13,47,4,3.13,1,82,2288,1,80,35.2832,4.9,3.04
-89.157136,40.285524,969108423,1,209.9714,16,13,47,3,3.13,1,83,2295,1,85,37.603,4.8,2.98
-89.157136,40.285537,969108422,1,203.8812,16,13,47,2,3.18,1,85,2249,1,81,35.1153,4.9,3.04
-89.157136,40.285549,969108421,1,216.3653,16,13,47,1,3.18,1,83,2267,1,77,33.6483,4.9,3.04
-89.157139,40.28556,969108420,1,204.6614,16,13,47,0,3.18,1,78,2309,1,81,36.0521,4.9,3.04
-89.157139,40.285574,969108419,1,208.5627,16,13,46,59,3.18,1,80,2247,1,75,32.4852,4.9,3.04
-89.157139,40.285587,969108418,1,203.3706,16,13,46,58,3.24,1,77,2305,1,82,36.4339,5,3.11
-89.157139,40.285601,969108417,1,203.3408,16,13,46,57,3.07,1,86,2259,1,80,34.8359,4.8,2.98
-89.157139,40.285612,969108416,1,217.0435,16,13,46,56,2.95,1,81,2268,1,75,32.7888,4.6,2.86
-89.157139,40.285626,969108415,1,240.9993,16,13,46,55,2.5,1,75,2265,1,68,29.6892,3.8,2.36
-89.157139,40.285637,969108414,1,221.8241,16,13,46,54,2.73,1,72,2321,1,76,34.0024,4.2,2.61
-89.157139,40.285646,969108413,1,177.6824,16,13,46,53,3.18,1,82,2310,1,80,35.6224,4.9,3.04
-89.157139,40.285657,969108412,1,185.27,16,13,46,52,3.24,1,79,2248,1,71,30.7664,5,3.11
-89.157139,40.285671,969108411,1,169.1212,16,13,46,51,3.18,1,73,2305,1,72,31.9908,4.9,3.04
-89.157139,40.285685,969108410,1,151.3089,16,13,46,50,3.41,1,73,2265,1,62,27.0696,5.3,3.29
-89.157139,40.285699,969108409,1,180.5742,16,13,46,49,2.9,1,63,2284,1,51,22.4537,4.5,2.8
-89.157139,40.285707,969108408,1,180.5762,16,13,46,48,2.5,1,50,2315,1,47,20.9735,3.8,2.36
-89.157139,40.285721,969108407,1,97.6466,16,13,46,47,2.67,1,53,2364,1,55,25.0629,4.1,2.55
-89.157139,40.285732,969108406,1,42.8656,16,13,46,46,3.13,1,57,2317,1,51,22.7781,4.8,2.98
-89.157139,40.285743,969108405,1,19.9724,16,13,46,45,3.13,1,50,2310,1,43,19.147,4.8,2.98
-89.157401,40.285858,969108404,0,3.842,16,13,46,44,7.9,1,48,2298,1,40,17.7187,11.7,7.27
-89.157446,40.285858,969108403,0,5.7997,16,13,46,43,7.78,1,43,2366,1,47,21.4355,12.1,7.52
-89.157485,40.285858,969108402,0,4.5991,16,13,46,42,7.67,1,51,2354,1,53,24.0494,11.9,7.39
-89.157526,40.285858,969108401,0,4.5991,16,13,46,41,7.67,1,56,2339,1,54,24.347,11.8,7.33
-89.157568,40.285858,969108400,0,5.564,16,13,46,40,7.67,1,56,2325,1,53,23.7531,11.8,7.33
-89.15761,40.285858,969108399,0,10.0666,16,13,46,39,7.67,1,55,2335,1,52,23.4052,11.8,7.33
-89.157651,40.285858,969108398,0,10.0666,16,13,46,38,7.67,1,55,2333,1,54,24.2845,11.8,7.33
-89.15769,40.285858,969108397,0,10.2459,16,13,46,37,7.67,1,57,2342,1,57,25.7326,11.8,7.33
-89.157735,40.285856,969108396,0,19.968,16,13,46,36,7.67,1,59,2322,1,57,25.5128,11.7,7.27
-89.157776,40.285856,969108395,0,22.7456,16,13,46,35,7.73,1,58,2320,1,54,24.1492,11.7,7.27
-89.157815,40.285856,969108394,0,24.1924,16,13,46,34,7.78,1,55,2328,1,51,22.8862,11.8,7.33
-89.157857,40.285856,969108393,0,18.0039,16,13,46,33,7.67,1,54,2340,1,53,23.9063,11.9,7.39
-89.157899,40.285856,969108392,0,15.3852,16,13,46,32,7.67,1,54,2339,1,58,26.1505,11.8,7.33
-89.15794,40.285856,969108391,0,18.0039,16,13,46,31,7.67,1,59,2327,1,59,26.4649,11.8,7.33
-89.157974,40.28585,969108390,0,29.461,16,13,46,30,7.67,1,62,2334,1,64,28.794,11.8,7.33
-89.158012,40.285839,969108389,0,33.1436,16,13,46,29,7.5,1,68,2330,1,74,33.236,11.8,7.33
-89.15804,40.28582,969108388,0,40.3026,16,13,46,28,7.1,1,82,2337,1,93,41.8951,11.5,7.15
-89.15806,40.285797,969108387,0,56.1686,16,13,46,27,6.08,1,97,2274,1,104,45.5874,10.9,6.77
-89.158065,40.285775,969108386,0,57.7552,16,13,46,26,5.74,1,94,2152,1,73,30.2821,9.3,5.78
